idtbody2,lectura,claveU
226,"{""head"": {""X"": 0.353576154, ""Y"": 0.191183209, ""Z"": 1.2805692}, ""neck"": {""X"": 0.34875837, ""Y"": 0.0512748733, ""Z"": 1.28693879}, ""hipLeft"": {""X"": 0.224944174, ""Y"": -0.535459936, ""Z"": 1.247103}, ""footLeft"": {""X"": 0.1384551, ""Y"": -0.5622976, ""Z"": 1.04633415}, ""handLeft"": {""X"": 0.147061661, ""Y"": 0.034940958, ""Z"": 1.14163947}, ""hipRight"": {""X"": 0.3662937, ""Y"": -0.5378721, ""Z"": 1.2167027}, ""kneeLeft"": {""X"": 0.2691945, ""Y"": -0.242025062, ""Z"": 1.0689317}, ""spineMid"": {""X"": 0.328578919, ""Y"": -0.244349256, ""Z"": 1.28361821}, ""ankleLeft"": {""X"": 0.182569623, ""Y"": -0.5058125, ""Z"": 1.152936}, ""elbowLeft"": {""X"": 0.0385241732, ""Y"": -0.1609872, ""Z"": 1.31596076}, ""footRight"": {""X"": 0.203616738, ""Y"": -0.499324739, ""Z"": 0.8567427}, ""handRight"": {""X"": 0.264900118, ""Y"": -0.3997706, ""Z"": 1.09518719}, ""kneeRight"": {""X"": 0.5102302, ""Y"": -0.328662127, ""Z"": 0.9833588}, ""spineBase"": {""X"": 0.3031387, ""Y"": -0.55030483, ""Z"": 1.26320863}, ""thumbLeft"": {""X"": 0.176253721, ""Y"": 0.0309697539, ""Z"": 1.1575}, ""wristLeft"": {""X"": 0.118561968, ""Y"": 0.01891717, ""Z"": 1.154656}, ""ankleRight"": {""X"": 0.263898551, ""Y"": -0.499298751, ""Z"": 0.982221365}, ""elbowRight"": {""X"": 0.547847569, ""Y"": -0.289197415, ""Z"": 1.21387792}, ""thumbRight"": {""X"": 0.301897317, ""Y"": -0.464492083, ""Z"": 1.07724142}, ""wristRight"": {""X"": 0.326095283, ""Y"": -0.376432925, ""Z"": 1.12689948}, ""handTipLeft"": {""X"": 0.169343442, ""Y"": 0.0419559367, ""Z"": 1.11159575}, ""handTipRight"": {""X"": 0.206467927, ""Y"": -0.43132627, ""Z"": 1.11240578}, ""shoulderLeft"": {""X"": 0.176202908, ""Y"": -0.0554689281, ""Z"": 1.24576092}, ""shoulderRight"": {""X"": 0.48303327, ""Y"": -0.0608555861, ""Z"": 1.20745611}, ""spineShoulder"": {""X"": 0.3444921, ""Y"": -0.02109637, ""Z"": 1.28863657}}",A88ED7BEAD814EFEB074F28228C0BB84
227,"{""head"": {""X"": 0.3714651, ""Y"": 0.19722116, ""Z"": 1.27739966}, ""neck"": {""X"": 0.373453915, ""Y"": 0.056751918, ""Z"": 1.28831625}, ""hipLeft"": {""X"": 0.274868876, ""Y"": -0.470935017, ""Z"": 1.21593845}, ""footLeft"": {""X"": 0.27314043, ""Y"": -0.5383674, ""Z"": 1.09963393}, ""handLeft"": {""X"": 0.218706623, ""Y"": -0.455491543, ""Z"": 1.05840445}, ""hipRight"": {""X"": 0.404117376, ""Y"": -0.468884021, ""Z"": 1.17294884}, ""kneeLeft"": {""X"": 0.375842869, ""Y"": -0.248449922, ""Z"": 1.0476923}, ""spineMid"": {""X"": 0.362365782, ""Y"": -0.207217872, ""Z"": 1.26309884}, ""ankleLeft"": {""X"": 0.225228161, ""Y"": -0.578681231, ""Z"": 1.19581413}, ""elbowLeft"": {""X"": 0.168682069, ""Y"": -0.246726289, ""Z"": 1.17938077}, ""footRight"": {""X"": 0.298009, ""Y"": -0.453301877, ""Z"": 0.3352947}, ""handRight"": {""X"": 0.627683938, ""Y"": -0.444340438, ""Z"": 1.09520483}, ""kneeRight"": {""X"": 0.369856417, ""Y"": -0.47527194, ""Z"": 0.826477349}, ""spineBase"": {""X"": 0.347555876, ""Y"": -0.4811428, ""Z"": 1.22314775}, ""thumbLeft"": {""X"": 0.253021479, ""Y"": -0.415071279, ""Z"": 1.08135915}, ""wristLeft"": {""X"": 0.205846831, ""Y"": -0.402777135, ""Z"": 1.08619618}, ""ankleRight"": {""X"": 0.339422345, ""Y"": -0.4927211, ""Z"": 0.455664545}, ""elbowRight"": {""X"": 0.5731848, ""Y"": -0.2816203, ""Z"": 1.20811939}, ""thumbRight"": {""X"": 0.623391032, ""Y"": -0.42350018, ""Z"": 1.063625}, ""wristRight"": {""X"": 0.608522058, ""Y"": -0.4314368, ""Z"": 1.10605657}, ""handTipLeft"": {""X"": 0.217596665, ""Y"": -0.4619266, ""Z"": 1.00296617}, ""handTipRight"": {""X"": 0.6530314, ""Y"": -0.468685925, ""Z"": 1.083331}, ""shoulderLeft"": {""X"": 0.21657306, ""Y"": -0.04748903, ""Z"": 1.3002671}, ""shoulderRight"": {""X"": 0.50499773, ""Y"": -0.0610461123, ""Z"": 1.20440185}, ""spineShoulder"": {""X"": 0.371277332, ""Y"": -0.008043326, ""Z"": 1.28429973}}",A88ED7BEAD814EFEB074F28228C0BB84
228,"{""head"": {""X"": 0.3738709, ""Y"": 0.1980321, ""Z"": 1.27902007}, ""neck"": {""X"": 0.376132518, ""Y"": 0.0572563373, ""Z"": 1.28983724}, ""hipLeft"": {""X"": 0.2800687, ""Y"": -0.471612275, ""Z"": 1.22028768}, ""footLeft"": {""X"": 0.3386987, ""Y"": -0.5224604, ""Z"": 1.15834117}, ""handLeft"": {""X"": 0.212631121, ""Y"": -0.4651705, ""Z"": 1.05435348}, ""hipRight"": {""X"": 0.408794582, ""Y"": -0.4688165, ""Z"": 1.17669344}, ""kneeLeft"": {""X"": 0.381417245, ""Y"": -0.250088334, ""Z"": 1.051932}, ""spineMid"": {""X"": 0.366282284, ""Y"": -0.2070882, ""Z"": 1.26575029}, ""ankleLeft"": {""X"": 0.230354548, ""Y"": -0.5805284, ""Z"": 1.200458}, ""elbowLeft"": {""X"": 0.175871849, ""Y"": -0.2532507, ""Z"": 1.17720044}, ""footRight"": {""X"": 0.3028689, ""Y"": -0.453753978, ""Z"": 0.3465646}, ""handRight"": {""X"": 0.6323555, ""Y"": -0.446353346, ""Z"": 1.09303248}, ""kneeRight"": {""X"": 0.3712168, ""Y"": -0.478310227, ""Z"": 0.7833338}, ""spineBase"": {""X"": 0.352605641, ""Y"": -0.481416255, ""Z"": 1.22716594}, ""thumbLeft"": {""X"": 0.247049019, ""Y"": -0.42457363, ""Z"": 1.07736278}, ""wristLeft"": {""X"": 0.203073278, ""Y"": -0.41165328, ""Z"": 1.08261883}, ""ankleRight"": {""X"": 0.344852716, ""Y"": -0.492389441, ""Z"": 0.4671259}, ""elbowRight"": {""X"": 0.5759527, ""Y"": -0.280732453, ""Z"": 1.20904815}, ""thumbRight"": {""X"": 0.580264449, ""Y"": -0.4225105, ""Z"": 1.0710001}, ""wristRight"": {""X"": 0.6109484, ""Y"": -0.431110442, ""Z"": 1.10595071}, ""handTipLeft"": {""X"": 0.211563513, ""Y"": -0.471531659, ""Z"": 0.9989357}, ""handTipRight"": {""X"": 0.6444598, ""Y"": -0.4622647, ""Z"": 1.06055546}, ""shoulderLeft"": {""X"": 0.219223917, ""Y"": -0.04703555, ""Z"": 1.30347538}, ""shoulderRight"": {""X"": 0.5081387, ""Y"": -0.06106464, ""Z"": 1.20550144}, ""spineShoulder"": {""X"": 0.374263644, ""Y"": -0.00758557767, ""Z"": 1.28606009}}",A88ED7BEAD814EFEB074F28228C0BB84
229,"{""head"": {""X"": 0.3753112, ""Y"": 0.198374972, ""Z"": 1.27985477}, ""neck"": {""X"": 0.378483474, ""Y"": 0.0576913022, ""Z"": 1.29168069}, ""hipLeft"": {""X"": 0.285743117, ""Y"": -0.472713441, ""Z"": 1.22613156}, ""footLeft"": {""X"": 0.3432307, ""Y"": -0.524171233, ""Z"": 1.16269779}, ""handLeft"": {""X"": 0.209515408, ""Y"": -0.462979585, ""Z"": 1.05513835}, ""hipRight"": {""X"": 0.414429754, ""Y"": -0.469136834, ""Z"": 1.181769}, ""kneeLeft"": {""X"": 0.387042373, ""Y"": -0.252365977, ""Z"": 1.05707669}, ""spineMid"": {""X"": 0.3702851, ""Y"": -0.207162574, ""Z"": 1.26922011}, ""ankleLeft"": {""X"": 0.235555768, ""Y"": -0.5831546, ""Z"": 1.20634532}, ""elbowLeft"": {""X"": 0.17936565, ""Y"": -0.254461855, ""Z"": 1.188073}, ""footRight"": {""X"": 0.306941539, ""Y"": -0.456881166, ""Z"": 0.3527011}, ""handRight"": {""X"": 0.634195566, ""Y"": -0.4467966, ""Z"": 1.09602225}, ""kneeRight"": {""X"": 0.376469433, ""Y"": -0.479665, ""Z"": 0.789117038}, ""spineBase"": {""X"": 0.358373344, ""Y"": -0.4820965, ""Z"": 1.23259938}, ""thumbLeft"": {""X"": 0.244416654, ""Y"": -0.4221277, ""Z"": 1.07825053}, ""wristLeft"": {""X"": 0.201604813, ""Y"": -0.4103074, ""Z"": 1.085927}, ""ankleRight"": {""X"": 0.349805921, ""Y"": -0.494597763, ""Z"": 0.4732451}, ""elbowRight"": {""X"": 0.5793737, ""Y"": -0.279706031, ""Z"": 1.21036184}, ""thumbRight"": {""X"": 0.614300549, ""Y"": -0.448413372, ""Z"": 1.09068751}, ""wristRight"": {""X"": 0.612235665, ""Y"": -0.430914283, ""Z"": 1.10624611}, ""handTipLeft"": {""X"": 0.20846957, ""Y"": -0.469354838, ""Z"": 0.9997101}, ""handTipRight"": {""X"": 0.653277636, ""Y"": -0.467648, ""Z"": 1.07733226}, ""shoulderLeft"": {""X"": 0.222447947, ""Y"": -0.0463003367, ""Z"": 1.30763}, ""shoulderRight"": {""X"": 0.5110559, ""Y"": -0.0611562654, ""Z"": 1.206789}, ""spineShoulder"": {""X"": 0.377006769, ""Y"": -0.007231623, ""Z"": 1.288259}}",A88ED7BEAD814EFEB074F28228C0BB84
230,"{""head"": {""X"": 0.3784801, ""Y"": 0.1989955, ""Z"": 1.28288949}, ""neck"": {""X"": 0.382314444, ""Y"": 0.0577957667, ""Z"": 1.2947278}, ""hipLeft"": {""X"": 0.29289794, ""Y"": -0.474508256, ""Z"": 1.23505652}, ""footLeft"": {""X"": 0.351397932, ""Y"": -0.525386333, ""Z"": 1.170652}, ""handLeft"": {""X"": 0.2128943, ""Y"": -0.471894056, ""Z"": 1.05793774}, ""hipRight"": {""X"": 0.42159602, ""Y"": -0.4700152, ""Z"": 1.18921137}, ""kneeLeft"": {""X"": 0.39572835, ""Y"": -0.255454183, ""Z"": 1.06693745}, ""spineMid"": {""X"": 0.376001865, ""Y"": -0.207837448, ""Z"": 1.27478588}, ""ankleLeft"": {""X"": 0.24422656, ""Y"": -0.5847915, ""Z"": 1.21527207}, ""elbowLeft"": {""X"": 0.187340245, ""Y"": -0.2559115, ""Z"": 1.18258083}, ""footRight"": {""X"": 0.3117954, ""Y"": -0.4607296, ""Z"": 0.361785948}, ""handRight"": {""X"": 0.636219263, ""Y"": -0.447158247, ""Z"": 1.09789813}, ""kneeRight"": {""X"": 0.382775, ""Y"": -0.481502354, ""Z"": 0.7977406}, ""spineBase"": {""X"": 0.365646333, ""Y"": -0.483393073, ""Z"": 1.24074674}, ""thumbLeft"": {""X"": 0.247325644, ""Y"": -0.4312194, ""Z"": 1.08097386}, ""wristLeft"": {""X"": 0.206116736, ""Y"": -0.4173581, ""Z"": 1.08665645}, ""ankleRight"": {""X"": 0.3554066, ""Y"": -0.497239769, ""Z"": 0.482427865}, ""elbowRight"": {""X"": 0.5856399, ""Y"": -0.2776937, ""Z"": 1.21210384}, ""thumbRight"": {""X"": 0.61578095, ""Y"": -0.4472397, ""Z"": 1.06849992}, ""wristRight"": {""X"": 0.615586, ""Y"": -0.4299814, ""Z"": 1.10587752}, ""handTipLeft"": {""X"": 0.211831644, ""Y"": -0.478221118, ""Z"": 1.00253069}, ""handTipRight"": {""X"": 0.6482181, ""Y"": -0.4655949, ""Z"": 1.07232332}, ""shoulderLeft"": {""X"": 0.224264368, ""Y"": -0.0456122, ""Z"": 1.31047416}, ""shoulderRight"": {""X"": 0.510988, ""Y"": -0.0611385852, ""Z"": 1.20801866}, ""spineShoulder"": {""X"": 0.381338418, ""Y"": -0.0072899824, ""Z"": 1.2919054}}",A88ED7BEAD814EFEB074F28228C0BB84
231,"{""head"": {""X"": 0.3815929, ""Y"": 0.198778808, ""Z"": 1.28719652}, ""neck"": {""X"": 0.386619776, ""Y"": 0.0571970753, ""Z"": 1.29955232}, ""hipLeft"": {""X"": 0.300146282, ""Y"": -0.475956172, ""Z"": 1.24499118}, ""footLeft"": {""X"": 0.35691002, ""Y"": -0.521430969, ""Z"": 1.1762414}, ""handLeft"": {""X"": 0.230684966, ""Y"": -0.4651676, ""Z"": 1.03790045}, ""hipRight"": {""X"": 0.427098364, ""Y"": -0.4717555, ""Z"": 1.19634616}, ""kneeLeft"": {""X"": 0.403246045, ""Y"": -0.258315533, ""Z"": 1.07645726}, ""spineMid"": {""X"": 0.38151446, ""Y"": -0.2090787, ""Z"": 1.28157556}, ""ankleLeft"": {""X"": 0.2525142, ""Y"": -0.5855056, ""Z"": 1.22382915}, ""elbowLeft"": {""X"": 0.191258326, ""Y"": -0.256317437, ""Z"": 1.17553711}, ""footRight"": {""X"": 0.316450715, ""Y"": -0.466460764, ""Z"": 0.3710156}, ""handRight"": {""X"": 0.636636734, ""Y"": -0.447766, ""Z"": 1.09604418}, ""kneeRight"": {""X"": 0.3898399, ""Y"": -0.484891057, ""Z"": 0.805654645}, ""spineBase"": {""X"": 0.372111231, ""Y"": -0.484977, ""Z"": 1.249259}, ""thumbLeft"": {""X"": 0.264745533, ""Y"": -0.424487978, ""Z"": 1.0610131}, ""wristLeft"": {""X"": 0.220427066, ""Y"": -0.412404567, ""Z"": 1.06987453}, ""ankleRight"": {""X"": 0.363784343, ""Y"": -0.501997948, ""Z"": 0.490661025}, ""elbowRight"": {""X"": 0.590601, ""Y"": -0.2756884, ""Z"": 1.21279109}, ""thumbRight"": {""X"": 0.6248347, ""Y"": -0.430285215, ""Z"": 1.06789434}, ""wristRight"": {""X"": 0.6169933, ""Y"": -0.43091172, ""Z"": 1.10704648}, ""handTipLeft"": {""X"": 0.229469419, ""Y"": -0.471495777, ""Z"": 0.982520938}, ""handTipRight"": {""X"": 0.6499553, ""Y"": -0.468606383, ""Z"": 1.07491994}, ""shoulderLeft"": {""X"": 0.233167142, ""Y"": -0.0456253737, ""Z"": 1.32593775}, ""shoulderRight"": {""X"": 0.514934242, ""Y"": -0.0619210042, ""Z"": 1.21085036}, ""spineShoulder"": {""X"": 0.385985345, ""Y"": -0.008057615, ""Z"": 1.297247}}",A88ED7BEAD814EFEB074F28228C0BB84
232,"{""head"": {""X"": 0.382336348, ""Y"": 0.198733568, ""Z"": 1.288849}, ""neck"": {""X"": 0.388354152, ""Y"": 0.0567896962, ""Z"": 1.3012141}, ""hipLeft"": {""X"": 0.302640259, ""Y"": -0.476991147, ""Z"": 1.25049412}, ""footLeft"": {""X"": 0.358071476, ""Y"": -0.523359954, ""Z"": 1.18112338}, ""handLeft"": {""X"": 0.484037071, ""Y"": -0.371117622, ""Z"": 1.15993488}, ""hipRight"": {""X"": 0.428506851, ""Y"": -0.4720596, ""Z"": 1.19858122}, ""kneeLeft"": {""X"": 0.4073361, ""Y"": -0.260894716, ""Z"": 1.08167279}, ""spineMid"": {""X"": 0.38339147, ""Y"": -0.209639177, ""Z"": 1.28419268}, ""ankleLeft"": {""X"": 0.254960358, ""Y"": -0.5896534, ""Z"": 1.23054636}, ""elbowLeft"": {""X"": 0.192000329, ""Y"": -0.25481236, ""Z"": 1.17606652}, ""footRight"": {""X"": 0.318577, ""Y"": -0.465603143, ""Z"": 0.373784453}, ""handRight"": {""X"": 0.6372449, ""Y"": -0.44711107, ""Z"": 1.0979507}, ""kneeRight"": {""X"": 0.392262429, ""Y"": -0.484350234, ""Z"": 0.808214962}, ""spineBase"": {""X"": 0.374057233, ""Y"": -0.485577434, ""Z"": 1.252965}, ""thumbLeft"": {""X"": 0.5254148, ""Y"": -0.316780031, ""Z"": 1.189606}, ""wristLeft"": {""X"": 0.4294055, ""Y"": -0.33687374, ""Z"": 1.14361286}, ""ankleRight"": {""X"": 0.367059976, ""Y"": -0.500756145, ""Z"": 0.4932785}, ""elbowRight"": {""X"": 0.592126, ""Y"": -0.274918348, ""Z"": 1.21261442}, ""thumbRight"": {""X"": 0.624188364, ""Y"": -0.425172657, ""Z"": 1.0674}, ""wristRight"": {""X"": 0.618501067, ""Y"": -0.4311937, ""Z"": 1.10708046}, ""handTipLeft"": {""X"": 0.5845761, ""Y"": -0.3948904, ""Z"": 1.14740312}, ""handTipRight"": {""X"": 0.6422088, ""Y"": -0.4633905, ""Z"": 1.0678376}, ""shoulderLeft"": {""X"": 0.23567678, ""Y"": -0.0454474241, ""Z"": 1.33080721}, ""shoulderRight"": {""X"": 0.516279, ""Y"": -0.0621085055, ""Z"": 1.21189535}, ""spineShoulder"": {""X"": 0.3877672, ""Y"": -0.008509971, ""Z"": 1.29913807}}",A88ED7BEAD814EFEB074F28228C0BB84
233,"{""head"": {""X"": 0.383401722, ""Y"": 0.198641688, ""Z"": 1.292589}, ""neck"": {""X"": 0.390747368, ""Y"": 0.05628961, ""Z"": 1.3041991}, ""hipLeft"": {""X"": 0.305910677, ""Y"": -0.477841765, ""Z"": 1.25668263}, ""footLeft"": {""X"": 0.360813141, ""Y"": -0.523748159, ""Z"": 1.18449438}, ""handLeft"": {""X"": 0.5414492, ""Y"": -0.215765938, ""Z"": 1.19917917}, ""hipRight"": {""X"": 0.430962771, ""Y"": -0.472774625, ""Z"": 1.2022748}, ""kneeLeft"": {""X"": 0.41057092, ""Y"": -0.2638011, ""Z"": 1.08565652}, ""spineMid"": {""X"": 0.38608253, ""Y"": -0.210341468, ""Z"": 1.28819835}, ""ankleLeft"": {""X"": 0.25847438, ""Y"": -0.5913685, ""Z"": 1.2348932}, ""elbowLeft"": {""X"": 0.193368167, ""Y"": -0.2526749, ""Z"": 1.19794416}, ""footRight"": {""X"": 0.320995867, ""Y"": -0.470000178, ""Z"": 0.3783981}, ""handRight"": {""X"": 0.639147043, ""Y"": -0.448451251, ""Z"": 1.10146332}, ""kneeRight"": {""X"": 0.395534664, ""Y"": -0.486810654, ""Z"": 0.812334657}, ""spineBase"": {""X"": 0.376987517, ""Y"": -0.486359835, ""Z"": 1.25795245}, ""thumbLeft"": {""X"": 0.47300452, ""Y"": -0.155827627, ""Z"": 1.120147}, ""wristLeft"": {""X"": 0.445817679, ""Y"": -0.231592178, ""Z"": 1.19756329}, ""ankleRight"": {""X"": 0.371008366, ""Y"": -0.504673064, ""Z"": 0.497563124}, ""elbowRight"": {""X"": 0.5939063, ""Y"": -0.274352461, ""Z"": 1.21283615}, ""thumbRight"": {""X"": 0.6555377, ""Y"": -0.435327858, ""Z"": 1.075}, ""wristRight"": {""X"": 0.619448245, ""Y"": -0.432601124, ""Z"": 1.10930884}, ""handTipLeft"": {""X"": 0.596353054, ""Y"": -0.2062595, ""Z"": 1.19757557}, ""handTipRight"": {""X"": 0.6536029, ""Y"": -0.4700858, ""Z"": 1.076696}, ""shoulderLeft"": {""X"": 0.238712832, ""Y"": -0.04520945, ""Z"": 1.33830166}, ""shoulderRight"": {""X"": 0.5181133, ""Y"": -0.0621672571, ""Z"": 1.21387172}, ""spineShoulder"": {""X"": 0.39024654, ""Y"": -0.009069832, ""Z"": 1.30238414}}",A88ED7BEAD814EFEB074F28228C0BB84
234,"{""head"": {""X"": 0.384020269, ""Y"": 0.198423535, ""Z"": 1.29537332}, ""neck"": {""X"": 0.392617851, ""Y"": 0.0556383058, ""Z"": 1.30663109}, ""hipLeft"": {""X"": 0.3082126, ""Y"": -0.4781682, ""Z"": 1.2602582}, ""footLeft"": {""X"": 0.364065737, ""Y"": -0.5230916, ""Z"": 1.18593693}, ""handLeft"": {""X"": 0.5449182, ""Y"": -0.213515654, ""Z"": 1.201076}, ""hipRight"": {""X"": 0.432563066, ""Y"": -0.473347872, ""Z"": 1.20502162}, ""kneeLeft"": {""X"": 0.4139164, ""Y"": -0.265959322, ""Z"": 1.08804214}, ""spineMid"": {""X"": 0.388020217, ""Y"": -0.210946724, ""Z"": 1.29106569}, ""ankleLeft"": {""X"": 0.262213618, ""Y"": -0.591607034, ""Z"": 1.23673785}, ""elbowLeft"": {""X"": 0.194748908, ""Y"": -0.252432019, ""Z"": 1.2019006}, ""footRight"": {""X"": 0.3208394, ""Y"": -0.472255856, ""Z"": 0.382119656}, ""handRight"": {""X"": 0.6412912, ""Y"": -0.449198425, ""Z"": 1.10012043}, ""kneeRight"": {""X"": 0.397021681, ""Y"": -0.488182932, ""Z"": 0.815477967}, ""spineBase"": {""X"": 0.378965974, ""Y"": -0.486811221, ""Z"": 1.26117444}, ""thumbLeft"": {""X"": 0.4734453, ""Y"": -0.155541241, ""Z"": 1.12118745}, ""wristLeft"": {""X"": 0.447976738, ""Y"": -0.231513485, ""Z"": 1.19916677}, ""ankleRight"": {""X"": 0.372393161, ""Y"": -0.5067204, ""Z"": 0.500890255}, ""elbowRight"": {""X"": 0.5956445, ""Y"": -0.273648232, ""Z"": 1.2132051}, ""thumbRight"": {""X"": 0.6264102, ""Y"": -0.4424681, ""Z"": 1.070059}, ""wristRight"": {""X"": 0.6212553, ""Y"": -0.432643652, ""Z"": 1.109957}, ""handTipLeft"": {""X"": 0.6005775, ""Y"": -0.206513822, ""Z"": 1.19882357}, ""handTipRight"": {""X"": 0.6651192, ""Y"": -0.471277267, ""Z"": 1.08379173}, ""shoulderLeft"": {""X"": 0.242206857, ""Y"": -0.04416472, ""Z"": 1.34488034}, ""shoulderRight"": {""X"": 0.5189205, ""Y"": -0.0623192042, ""Z"": 1.21520889}, ""spineShoulder"": {""X"": 0.392140716, ""Y"": -0.009721032, ""Z"": 1.30493629}}",A88ED7BEAD814EFEB074F28228C0BB84
235,"{""head"": {""X"": 0.384513557, ""Y"": 0.197959214, ""Z"": 1.29870951}, ""neck"": {""X"": 0.394015, ""Y"": 0.0551238358, ""Z"": 1.30908132}, ""hipLeft"": {""X"": 0.3102372, ""Y"": -0.478838563, ""Z"": 1.26369393}, ""footLeft"": {""X"": 0.161740944, ""Y"": -0.868586838, ""Z"": 1.62433362}, ""handLeft"": {""X"": 0.5534392, ""Y"": -0.210438356, ""Z"": 1.20623815}, ""hipRight"": {""X"": 0.434087753, ""Y"": -0.47404325, ""Z"": 1.20760429}, ""kneeLeft"": {""X"": 0.251343071, ""Y"": -0.6730198, ""Z"": 1.52594435}, ""spineMid"": {""X"": 0.38961032, ""Y"": -0.211574182, ""Z"": 1.29384}, ""ankleLeft"": {""X"": 0.125131458, ""Y"": -0.986864269, ""Z"": 1.70843494}, ""elbowLeft"": {""X"": 0.202097937, ""Y"": -0.256654233, ""Z"": 1.19438779}, ""footRight"": {""X"": 0.321117222, ""Y"": -0.473862439, ""Z"": 0.379116267}, ""handRight"": {""X"": 0.6414338, ""Y"": -0.4495034, ""Z"": 1.097093}, ""kneeRight"": {""X"": 0.398272663, ""Y"": -0.489573181, ""Z"": 0.8124294}, ""spineBase"": {""X"": 0.3807621, ""Y"": -0.487490118, ""Z"": 1.26421392}, ""thumbLeft"": {""X"": 0.5937257, ""Y"": -0.168446645, ""Z"": 1.19106686}, ""wristLeft"": {""X"": 0.455722243, ""Y"": -0.232874766, ""Z"": 1.19650292}, ""ankleRight"": {""X"": 0.373733729, ""Y"": -0.508302331, ""Z"": 0.497923523}, ""elbowRight"": {""X"": 0.5972243, ""Y"": -0.2731198, ""Z"": 1.21312559}, ""thumbRight"": {""X"": 0.5995419, ""Y"": -0.433102369, ""Z"": 1.06800008}, ""wristRight"": {""X"": 0.622471452, ""Y"": -0.4328283, ""Z"": 1.10962963}, ""handTipLeft"": {""X"": 0.608160436, ""Y"": -0.203414872, ""Z"": 1.20033514}, ""handTipRight"": {""X"": 0.6445193, ""Y"": -0.461696237, ""Z"": 1.06064618}, ""shoulderLeft"": {""X"": 0.24447912, ""Y"": -0.0438383073, ""Z"": 1.34848559}, ""shoulderRight"": {""X"": 0.519382358, ""Y"": -0.0624825247, ""Z"": 1.21609366}, ""spineShoulder"": {""X"": 0.393587142, ""Y"": -0.0102699874, ""Z"": 1.30747616}}",A88ED7BEAD814EFEB074F28228C0BB84
236,"{""head"": {""X"": 0.385092556, ""Y"": 0.197372839, ""Z"": 1.30238438}, ""neck"": {""X"": 0.39591524, ""Y"": 0.05458679, ""Z"": 1.31228781}, ""hipLeft"": {""X"": 0.3276399, ""Y"": -0.486534953, ""Z"": 1.30671108}, ""footLeft"": {""X"": 0.162090883, ""Y"": -0.8681905, ""Z"": 1.62463057}, ""handLeft"": {""X"": 0.556021869, ""Y"": -0.212725565, ""Z"": 1.2086966}, ""hipRight"": {""X"": 0.447226048, ""Y"": -0.4813004, ""Z"": 1.24953544}, ""kneeLeft"": {""X"": 0.2485438, ""Y"": -0.6948143, ""Z"": 1.56140113}, ""spineMid"": {""X"": 0.396633446, ""Y"": -0.214730144, ""Z"": 1.31109345}, ""ankleLeft"": {""X"": 0.125161469, ""Y"": -0.98694396, ""Z"": 1.7087549}, ""elbowLeft"": {""X"": 0.2025476, ""Y"": -0.25904116, ""Z"": 1.19804966}, ""footRight"": {""X"": 0.114407666, ""Y"": -0.383848548, ""Z"": 0.4717429}, ""handRight"": {""X"": 0.644223452, ""Y"": -0.4501485, ""Z"": 1.10255563}, ""kneeRight"": {""X"": 0.2909479, ""Y"": -0.4398835, ""Z"": 0.881201267}, ""spineBase"": {""X"": 0.3960841, ""Y"": -0.494777143, ""Z"": 1.306831}, ""thumbLeft"": {""X"": 0.5580539, ""Y"": -0.165290564, ""Z"": 1.17925}, ""wristLeft"": {""X"": 0.4571664, ""Y"": -0.235936508, ""Z"": 1.19822037}, ""ankleRight"": {""X"": 0.167782709, ""Y"": -0.4122441, ""Z"": 0.5936062}, ""elbowRight"": {""X"": 0.5988866, ""Y"": -0.272558928, ""Z"": 1.21381319}, ""thumbRight"": {""X"": 0.6420162, ""Y"": -0.434767365, ""Z"": 1.06944442}, ""wristRight"": {""X"": 0.6229453, ""Y"": -0.433047056, ""Z"": 1.1100415}, ""handTipLeft"": {""X"": 0.611957133, ""Y"": -0.204753011, ""Z"": 1.20069015}, ""handTipRight"": {""X"": 0.651679039, ""Y"": -0.4661857, ""Z"": 1.07902312}, ""shoulderLeft"": {""X"": 0.245937064, ""Y"": -0.0454410277, ""Z"": 1.35218847}, ""shoulderRight"": {""X"": 0.52006954, ""Y"": -0.0626502, ""Z"": 1.21760738}, ""spineShoulder"": {""X"": 0.3964764, ""Y"": -0.011275772, ""Z"": 1.3131429}}",A88ED7BEAD814EFEB074F28228C0BB84
